date,gross_return,net_return,execution_cost,portfolio_value,is_rebalance
2015-01-02 00:00:00-05:00,0.0,0.0,0.0,1000000.0,True
2015-01-05 00:00:00-05:00,-0.01787791509346453,-0.01787791509346448,0.0,982122.0849065356,False
2015-01-06 00:00:00-05:00,-0.010393452655950557,-0.010393452655950597,0.0,971914.445514696,False
2015-01-07 00:00:00-05:00,0.01288631077983055,0.01288631077983049,0.0,984438.837111005,False
2015-01-08 00:00:00-05:00,0.01772635830641673,0.017726358306416667,0.0,1001889.3526683868,False
2015-01-09 00:00:00-05:00,-0.009555611549311388,-0.009555611549311394,0.0,992315.6871988967,False
2015-01-12 00:00:00-05:00,-0.007981584321150561,-0.007981584321150592,0.0,984395.4358683182,False
2015-01-13 00:00:00-05:00,-0.0024116656839640715,-0.002411665683964115,0.0,982021.4031761837,False
2015-01-14 00:00:00-05:00,-0.007117333274337103,-0.0071173332743370565,0.0,975032.0295672467,False
2015-01-15 00:00:00-05:00,-0.009418317683822895,-0.009418317683822841,0.0,965848.8681608798,False
2015-01-16 00:00:00-05:00,0.013588129270028861,0.013588129270028837,0.0,978972.9474367609,False
2015-01-20 00:00:00-05:00,0.0007868411980336801,0.0007868411980336276,0.0,979743.2436835645,False
2015-01-21 00:00:00-05:00,0.007631893867205539,0.00763189386720553,0.0,987220.5401364692,False
2015-01-22 00:00:00-05:00,0.01639781025278481,0.01639781025278486,0.0,1003408.7952312788,False
2015-01-23 00:00:00-05:00,-0.004420448140136492,-0.004420448140136535,0.0,998973.278688602,False
2015-01-26 00:00:00-05:00,0.0030704674242088754,0.0030704674242088004,0.0,1002040.5935984704,False
2015-01-27 00:00:00-05:00,-0.012855216280761852,-0.012855216280761805,0.0,989159.1450456592,False
2015-01-28 00:00:00-05:00,-0.014701430564379952,-0.014701430564380003,0.0,974617.0905576489,False
2015-01-29 00:00:00-05:00,0.011395747543758616,0.011395747543758716,0.0,985723.5808734765,False
2015-01-30 00:00:00-05:00,-0.014843478071144124,-0.014843478071144167,0.0,971092.0145165713,False
2015-02-02 00:00:00-05:00,0.011788772639250485,0.011788772639250489,0.0,982539.9974874989,False
2015-02-03 00:00:00-05:00,0.01635098748937815,0.016350987489378133,0.0,998605.4966942306,False
2015-02-04 00:00:00-05:00,-0.003997441549277312,-0.003997441549277281,0.0,994613.6295904084,False
2015-02-05 00:00:00-05:00,0.011052720679633931,0.011052720679634032,0.0,1005606.8162224282,False
2015-02-06 00:00:00-05:00,-0.003465182095626048,-0.0034651820956260737,0.0,1002122.2054876147,False
2015-02-09 00:00:00-05:00,-0.006008173361357083,-0.006008173361357061,0.0,996101.2815477797,False
2015-02-10 00:00:00-05:00,0.013484905090562056,0.013484905090562105,0.0,1009533.6127900388,False
2015-02-11 00:00:00-05:00,1.2463643605364574e-05,1.2463643605409302e-05,0.0,1009546.1952571963,False
2015-02-12 00:00:00-05:00,0.010068284976130298,0.010068284976130215,0.0,1019710.5940476138,False
2015-02-13 00:00:00-05:00,0.002818337445106852,0.0028183374451069554,0.0,1022584.4825979904,False
2015-02-17 00:00:00-05:00,0.0021866621348083466,0.002186662134808337,0.0,1024820.52936573,False
2015-02-18 00:00:00-05:00,0.0002585634607956128,0.00025856346079566883,0.0,1025085.5105084972,False
2015-02-19 00:00:00-05:00,-0.00018758022281121402,-0.00018758022281117892,0.0,1024893.2247400356,False
2015-02-20 00:00:00-05:00,0.008189717296295496,0.008189717296295473,0.0,1033286.8105095451,False
2015-02-23 00:00:00-05:00,-0.0021687100431348185,-0.0021687100431347917,0.0,1031045.9110261544,False
2015-02-24 00:00:00-05:00,0.004241771625900731,0.00424177162590067,0.0,1035419.372316546,False
2015-02-25 00:00:00-05:00,0.001370361361435379,0.0013703613614353127,0.0,1036838.2710172503,False
2015-02-26 00:00:00-05:00,0.0013323456547509754,0.0013323456547509327,0.0,1038219.6979823195,False
2015-02-27 00:00:00-05:00,-0.003223883280075969,-0.0032238832800759454,0.0,1034872.5988569488,False
2015-03-02 00:00:00-05:00,0.007524238686241575,0.0075242386862415245,0.0,1042659.2273005996,False
2015-03-03 00:00:00-05:00,-0.007008871469125012,-0.007008871469124989,0.0,1035351.3627903524,False
2015-03-04 00:00:00-05:00,-0.0045941376625222435,-0.004594137662522257,0.0,1030594.8161006136,False
2015-03-05 00:00:00-05:00,0.00209909003014944,0.0020990900301494086,0.0,1032758.127404214,False
2015-03-06 00:00:00-05:00,-0.01348343401700492,-0.013483434017004914,0.0,1018833.0013378337,False
2015-03-09 00:00:00-04:00,0.00504818196156887,0.005048181961568865,0.0,1023976.2557170384,False
2015-03-10 00:00:00-04:00,-0.016660380801057462,-0.016660380801057473,0.0,1006916.4213655515,False
2015-03-11 00:00:00-04:00,-0.00023188133700201112,-0.00023188133700202673,0.0,1006682.936239516,False
2015-03-12 00:00:00-04:00,0.013411100336204601,0.013411100336204518,0.0,1020183.6621041691,False
2015-03-13 00:00:00-04:00,-0.003817496923043376,-0.0038174969230433398,0.0,1016289.1141131474,False
2015-03-16 00:00:00-04:00,0.014022385991147497,0.014022385991147468,0.0,1030539.9123498432,False
2015-03-17 00:00:00-04:00,-0.003699363792787684,-0.00369936379278768,0.0,1026727.5703110736,False
2015-03-18 00:00:00-04:00,0.009514422083159918,0.009514422083160001,0.0,1036496.2897794305,False
2015-03-19 00:00:00-04:00,-0.0028289153942512102,-0.00282891539425123,0.0,1033564.1294691892,False
