date,equity,return
2024-01-02 00:00:00-05:00,991026.6319668409,-0.00897336803315907
2024-01-03 00:00:00-05:00,993670.2006240003,0.002667505162714755
2024-01-04 00:00:00-05:00,997443.8034380148,0.003797641120408793
2024-01-05 00:00:00-05:00,998086.4912829259,0.0006443348915456493
2024-01-08 00:00:00-05:00,999014.1162419681,0.0009294033805124684
2024-01-09 00:00:00-05:00,996297.4972368397,-0.002719299918751516
2024-01-10 00:00:00-05:00,995059.8801721109,-0.0012422163742871455
2024-01-11 00:00:00-05:00,993523.9386756492,-0.0015435669019194472
2024-01-12 00:00:00-05:00,995462.1691662967,0.0019508644081904368
2024-01-16 00:00:00-05:00,993628.8182947336,-0.0018417082319647049
2024-01-17 00:00:00-05:00,996304.8638749865,0.0026932044753348095
2024-01-18 00:00:00-05:00,1006256.8036861031,0.009988849971493572
2024-01-19 00:00:00-05:00,1004688.5535538467,-0.0015584989105282886
2024-01-22 00:00:00-05:00,1001451.9519920084,-0.0032214973987606493
2024-01-23 00:00:00-05:00,1004614.4272318576,0.0031578901349770395
2024-01-24 00:00:00-05:00,1009718.0652752811,0.005080195849353188
2024-01-25 00:00:00-05:00,1003831.012075884,-0.005830393059068503
2024-01-26 00:00:00-05:00,1004924.1123425103,0.0010889285681318756
2024-01-29 00:00:00-05:00,1003562.0286048133,-0.0013554095488085146
2024-01-30 00:00:00-05:00,998217.188112435,-0.005325869592544092
2024-01-31 00:00:00-05:00,997449.9741559989,-0.000768584197480009
2024-02-01 00:00:00-05:00,1006225.6346567172,0.008798095872571361
2024-02-02 00:00:00-05:00,1011301.3671630875,0.005044328360906828
2024-02-05 00:00:00-05:00,1002614.7045921503,-0.00858958847777002
2024-02-06 00:00:00-05:00,1005992.7762732327,0.0033692620561120317
2024-02-07 00:00:00-05:00,1006571.2898268669,0.0005750673039398564
2024-02-08 00:00:00-05:00,1008918.5619466117,0.0023319482121813935
2024-02-09 00:00:00-05:00,1005661.4601812032,-0.0032283098837276396
2024-02-12 00:00:00-05:00,1003624.6462183683,-0.002025347538393146
2024-02-13 00:00:00-05:00,1009395.3274960726,0.005749840141379522
2024-02-14 00:00:00-05:00,1009297.1400411582,-9.727353816665467e-05
2024-02-15 00:00:00-05:00,1010918.1319832219,0.0016060601756957057
2024-02-16 00:00:00-05:00,1004586.1198326724,-0.0062636250653921
2024-02-20 00:00:00-05:00,1000049.2110380451,-0.0045161969741161
2024-02-21 00:00:00-05:00,1012036.6145792323,0.011986813657644167
2024-02-22 00:00:00-05:00,1011422.9341217568,-0.0006063816749659176
2024-02-23 00:00:00-05:00,1016242.9789885257,0.004765607644594584
2024-02-26 00:00:00-05:00,1016787.6968451672,0.0005360114341784873
2024-02-27 00:00:00-05:00,1015077.745400034,-0.0016817192521494243
2024-02-28 00:00:00-05:00,1018160.3574678518,0.0030368236145331333
2024-02-29 00:00:00-05:00,1026839.9900645255,0.008524818839205181
2024-03-01 00:00:00-05:00,1029559.3203357597,0.0026482512344140514
2024-03-04 00:00:00-05:00,1025740.915620485,-0.003708775822678622
2024-03-05 00:00:00-05:00,1028210.7292642258,0.002407833797140412
2024-03-06 00:00:00-05:00,1032315.6434113996,0.003992288769551464
2024-03-07 00:00:00-05:00,1021216.1382250437,-0.01075204590494861
2024-03-08 00:00:00-05:00,1008702.7934687188,-0.012253375449074032
2024-03-11 00:00:00-04:00,1013880.7526258995,0.005133285235956303
2024-03-12 00:00:00-04:00,1010518.7010510078,-0.003316022684308808
2024-03-13 00:00:00-04:00,1008573.6200249438,-0.0019248342698072111
2024-03-14 00:00:00-04:00,1008251.3972015746,-0.0003194836915932781
2024-03-15 00:00:00-04:00,1009456.5666770294,0.00119530652652673
2024-03-18 00:00:00-04:00,1005984.2823844411,-0.0034397560105220684
2024-03-19 00:00:00-04:00,1005354.659225028,-0.000625877730336601
2024-03-20 00:00:00-04:00,1007119.2620191006,0.0017552042733186726
2024-03-21 00:00:00-04:00,1008323.7435675409,0.0011959671449691248
2024-03-22 00:00:00-04:00,1007435.7854717992,-0.0008806279743052519
2024-03-25 00:00:00-04:00,1007611.6726484352,0.0001745889705055921
2024-03-26 00:00:00-04:00,1002202.235421416,-0.0053685734036814075
2024-03-27 00:00:00-04:00,1000198.1254429594,-0.0019997061547302655
2024-03-28 00:00:00-04:00,1002483.0663318723,0.002284488273661592
2024-04-01 00:00:00-04:00,1006352.5171989147,0.0038598665623358445
2024-04-02 00:00:00-04:00,1013747.7656740866,0.00734856657958775
2024-04-03 00:00:00-04:00,1007379.9606173509,-0.00628144916551451
2024-04-04 00:00:00-04:00,1015764.7740586444,0.008323387171763005
2024-04-05 00:00:00-04:00,1012705.5120477563,-0.00301178194894904
2024-04-08 00:00:00-04:00,1006778.8967701423,-0.005852259326238007
2024-04-09 00:00:00-04:00,1012467.8815650288,0.005650679422400832
2024-04-10 00:00:00-04:00,1016239.1536549622,0.0037248313340112055
2024-04-11 00:00:00-04:00,1011640.4633421906,-0.004525204816437279
2024-04-12 00:00:00-04:00,1008339.1773182556,-0.0032632997033633674
2024-04-15 00:00:00-04:00,1008568.368623736,0.00022729584512415027
2024-04-16 00:00:00-04:00,1002270.8977671583,-0.00624397021807354
2024-04-17 00:00:00-04:00,999147.0474428956,-0.003116772452659277
2024-04-18 00:00:00-04:00,993838.2760245273,-0.005313303414102074
2024-04-19 00:00:00-04:00,995163.1225675874,0.0013330604938659005
2024-04-22 00:00:00-04:00,997436.7607170175,0.0022846889096573694
2024-04-23 00:00:00-04:00,994462.2643277962,-0.002982140328458612
2024-04-24 00:00:00-04:00,993108.6717393122,-0.0013611301675673325
2024-04-25 00:00:00-04:00,996745.2681435292,0.003661831285641624
2024-04-26 00:00:00-04:00,994059.3654689348,-0.0026946731130182387
2024-04-29 00:00:00-04:00,992411.1962543812,-0.00165801889887736
2024-04-30 00:00:00-04:00,992617.5009871812,0.00020788231085923755
2024-05-01 00:00:00-04:00,992937.2635620763,0.00032214077887712404
2024-05-02 00:00:00-04:00,987795.8307107058,-0.005178003726968661
2024-05-03 00:00:00-04:00,991911.9207379172,0.004166944118654429
2024-05-06 00:00:00-04:00,990944.7514755703,-0.0009750555892375507
2024-05-07 00:00:00-04:00,992667.8460406961,0.0017388401952380902
2024-05-08 00:00:00-04:00,993540.5503574921,0.0008791503827557555
2024-05-09 00:00:00-04:00,993028.2057573454,-0.0005156755805912979
2024-05-10 00:00:00-04:00,988807.0346198704,-0.004250806888466685
2024-05-13 00:00:00-04:00,990473.29845978,0.0016851253900618652
2024-05-14 00:00:00-04:00,989361.7900226335,-0.0011221992948976657
2024-05-15 00:00:00-04:00,983840.7509297078,-0.005580404608914116
2024-05-16 00:00:00-04:00,983764.8677223978,-7.71295631313657e-05
2024-05-17 00:00:00-04:00,987258.4479947499,0.0035512350430243725
2024-05-20 00:00:00-04:00,989987.0820565266,0.0027638497977089884
2024-05-21 00:00:00-04:00,985349.1805624227,-0.004684810113349553
2024-05-22 00:00:00-04:00,988119.9568835872,0.0028119740451633744
2024-05-23 00:00:00-04:00,987558.7029509784,-0.0005680018187051556
2024-05-24 00:00:00-04:00,990809.3915161014,0.0032916408466751317
2024-05-28 00:00:00-04:00,988611.7715521341,-0.0022180047774926774
2024-05-29 00:00:00-04:00,990554.0431250294,0.0019646454035701717
2024-05-30 00:00:00-04:00,986725.5805004514,-0.0038649709737188756
2024-05-31 00:00:00-04:00,986797.8521348637,7.324390472959757e-05
2024-06-03 00:00:00-04:00,984804.3798032546,-0.002020142552293099
2024-06-04 00:00:00-04:00,983303.2312345351,-0.0015243114262138168
2024-06-05 00:00:00-04:00,981309.5542443686,-0.002027530192963385
2024-06-06 00:00:00-04:00,978440.7244212263,-0.0029234707954630544
2024-06-07 00:00:00-04:00,980360.0868232867,0.0019616542465521526
2024-06-10 00:00:00-04:00,977700.5993734134,-0.00271276593735169
2024-06-11 00:00:00-04:00,981192.4490508003,0.0035714918039579445
2024-06-12 00:00:00-04:00,984553.8754672611,0.003425858423301845
2024-06-13 00:00:00-04:00,982347.7322292206,-0.002240754206562302
2024-06-14 00:00:00-04:00,986639.4903511012,0.004368878739243777
2024-06-17 00:00:00-04:00,990203.9215877054,0.0036126987328835656
2024-06-18 00:00:00-04:00,977701.1563094746,-0.012626455021692542
2024-06-20 00:00:00-04:00,970556.7397582278,-0.007307362280530421
2024-06-21 00:00:00-04:00,963787.7188570687,-0.006974369064548796
2024-06-24 00:00:00-04:00,969852.048608789,0.006292184091027629
2024-06-25 00:00:00-04:00,968343.5049612809,-0.0015554368830504924
2024-06-26 00:00:00-04:00,966614.5194513721,-0.0017855084492748264
2024-06-27 00:00:00-04:00,962961.730307436,-0.003778951247297013
2024-06-28 00:00:00-04:00,968874.685670314,0.006140384583082234
2024-07-01 00:00:00-04:00,971216.3060819679,0.002416845487126985
2024-07-02 00:00:00-04:00,974389.2401306371,0.003266969498761128
2024-07-03 00:00:00-04:00,975736.8068728873,0.0013829860662968978
2024-07-05 00:00:00-04:00,975849.5415097508,0.00011553795661838837
2024-07-08 00:00:00-04:00,978395.1524424271,0.0026086100616884308
2024-07-09 00:00:00-04:00,980045.1503652233,0.0016864330517962142
2024-07-10 00:00:00-04:00,969007.9797926192,-0.011261900095613923
2024-07-11 00:00:00-04:00,966034.9013448432,-0.0030681671459633483
2024-07-12 00:00:00-04:00,966581.7953567777,0.0005661224156324513
2024-07-15 00:00:00-04:00,964563.1008154857,-0.002088488062768529
2024-07-16 00:00:00-04:00,948841.3207009801,-0.016299379585652456
2024-07-17 00:00:00-04:00,947520.4872152888,-0.0013920488672601269
2024-07-18 00:00:00-04:00,944247.6589428247,-0.003454097633374476
2024-07-19 00:00:00-04:00,948730.2906731219,0.004747305103531819
